# ['lat', 'u_a', 'u_p', 'v_a', 'v_p', 'geopt_a', 'geopt_p', 'temp_a', 'temp_p', 'dr_rho_a', 'dr_rho_p']
-18.0000 18.7533 17.8556 1.4295 12.1735 306.6415 18.0656 6.9986 15.0688 0.0380 21.0882
-15.0000 20.7243 17.8437 1.2840 12.1558 339.3583 18.0537 7.7374 15.0588 0.0420 21.0664
-12.0000 22.4930 17.8318 1.0919 12.1481 368.7063 18.0337 8.3988 15.0469 0.0455 21.0464
-9.0000 23.9716 17.8199 0.8585 12.1423 393.2941 18.0237 8.9534 15.0369 0.0485 21.0345
-6.0000 25.0870 17.8099 0.5919 12.1304 411.8910 18.0137 9.3695 15.0350 0.0508 21.0245
-3.0000 25.7822 17.8099 0.3020 12.1266 423.3870 18.0118 9.6306 15.0350 0.0522 21.0226
0.0000 26.0170 17.8080 0.0000 15.3878 427.3484 18.0118 9.7186 15.0350 0.0526 21.0145
3.0000 25.7822 17.8099 0.3020 0.1266 423.3870 18.0118 9.6306 15.0350 0.0522 21.0226
6.0000 25.0870 17.8099 0.5919 0.1304 411.8910 18.0137 9.3695 15.0350 0.0508 21.0245
9.0000 23.9716 17.8199 0.8585 0.1423 393.2941 18.0237 8.9534 15.0369 0.0485 21.0345
12.0000 22.4930 17.8318 1.0919 0.1481 368.7063 18.0337 8.3988 15.0469 0.0455 21.0464
15.0000 20.7243 17.8437 1.2840 0.1558 339.3583 18.0537 7.7374 15.0588 0.0420 21.0664
18.0000 18.7533 17.8556 1.4295 0.1735 306.6415 18.0656 6.9986 15.0688 0.0380 21.0882
21.0000 16.6663 17.8756 1.5255 0.1912 272.3114 18.0856 6.2169 15.0888 0.0338 21.1082
24.0000 14.5490 17.8975 1.5715 0.2088 237.3628 18.1137 5.4249 15.1107 0.0295 21.1382
27.0000 12.4728 17.9194 1.5708 0.2284 203.2401 18.1356 4.6504 15.1307 0.0252 21.1682
30.0000 10.5021 17.9494 1.5287 0.2561 170.9304 18.1656 3.9138 15.1607 0.0212 21.2001
33.0000 8.6952 17.9813 1.4522 0.2818 141.3191 18.1956 3.2359 15.1907 0.0176 21.2301
36.0000 7.0796 18.0113 1.3481 0.3094 114.8196 18.2356 2.6309 15.2226 0.0143 21.2701
39.0000 5.6652 18.0494 1.2246 0.3352 91.6958 18.2656 2.1012 15.2607 0.0114 21.3001
42.0000 4.4490 18.0794 1.0911 0.3690 71.9267 18.3037 1.6469 15.2988 0.0089 21.3301
45.0000 3.4363 18.1294 0.9555 0.4028 55.4847 18.3437 1.2684 15.3388 0.0069 21.3682
48.0000 2.6225 18.1875 0.8230 0.4266 42.1565 18.3737 0.9624 15.3888 0.0052 21.3982
51.0000 1.9768 18.2275 0.6961 0.4404 31.4774 18.4037 0.7189 15.4269 0.0039 21.4264
54.0000 1.4646 18.2456 0.5774 0.4523 23.0288 18.4237 0.5261 15.4550 0.0028 21.4464
57.0000 1.0606 18.2537 0.4711 0.4842 16.4868 18.4518 0.3761 15.4732 0.0020 21.4745
60.0000 0.7494 18.2818 0.3798 0.5261 11.5748 18.4918 0.2625 15.5113 0.0014 21.4926
63.0000 0.5188 18.3518 0.3044 0.5761 8.0006 18.5518 0.1795 15.5694 0.0010 21.5108
66.0000 0.3564 18.4818 0.2432 0.5980 5.4681 18.5918 0.1212 15.6394 0.0007 21.5089
69.0000 0.2461 18.6299 0.1932 0.5580 3.6722 18.5718 0.0809 15.6713 0.0004 21.4489
72.0000 0.1707 18.7018 0.1513 0.4199 2.3902 18.4418 0.0526 15.6094 0.0003 21.3189
75.0000 0.1171 18.6480 0.1154 0.1699 1.4697 18.1799 0.0326 15.4113 0.0002 21.0808
78.0000 0.0776 18.4080 0.0844 23.7880 0.8329 17.7899 0.0187 15.0694 0.0001 20.7326
81.0000 0.0483 17.9580 0.0579 23.2780 0.3922 16.9999 0.0094 14.5613 0.0000 20.2212
84.0000 0.0268 17.2380 0.0355 22.6180 0.1940 17.9218 0.0038 13.8813 0.0000 20.3965
87.0000 0.0115 16.2180 0.0166 21.8261 0.3477 9.0504 0.0009 13.0294 0.0001 8.7766
